GN;Promax;Código SAP;Rede Código;CNPJ;Inplant;Rede;CDD;EG DV;Nome;UNB;PDV;Segunda;Terça;Quarta;Quinta;Sexta;Sábado;LAT;LONG
Daniel;88900;10030129;3,95E+02;6,05722E+12;Mariana Almeida Marques;Assai Comercial E Importadora Ltda;GOI;854743;Assai Rio Verde Go;453;88900;1;0;0;0;1;0;-17,808227;-50,922572
Daniel;89122;10038110;3,95E+02;6,05722E+12;Mariana Almeida Marques;Assai Comercial E Importadora Ltda;GOI;936537;Assai Caldas Novas G;453;89122;1;0;1;0;1;0;-17,721725;-48,640017
Daniel;88998;10027239;3,95E+02;6,05722E+12;Mariana Almeida Marques;Assai Comercial E Importadora Ltda;GOI;821853;Assai T9;453;88998;0;0;1;0;1;0;-16,709685;-49,311246
Daniel;75444;10033762;3,95E+02;6,05722E+12;Mariana Almeida Marques;Assai Comercial E Importadora Ltda;GOI;893293;Assai Anapolis;453;20;0;1;0;1;1;0;-16,312312;-48,951757
Daniel;89247;10041467;3,95E+02;6,05722E+12;Mariana Almeida Marques;Assai Comercial E Importadora Ltda;GOI;977799;Assai Av Portugal - Lj 310;453;89247;1;0;1;0;1;0;-16,692834;-49,270659
Anna Clara;44308;10037605;1,98E+03;3,34963E+13;Mariana Almeida Marques;Mb Distribuicao;GAM;931233;Mb Distribuicao;39;44308;0;0;0;0;1;1;-15,9114598;-47,7583633
Anna Clara;44318;10037608;1,98E+03;2,97618E+13;Mariana Almeida Marques;Melhor Atacadista (Df);GAM;931454;Melhor Guara;39;44318;0;0;1;0;0;0;-15,84836;-47,96442
Anna Clara;44319;10037609;1,98E+03;2,97618E+13;Mariana Almeida Marques;Melhor Atacadista (Df);GAM;931470;Melhor Areal;39;44319;0;0;1;0;0;0;-15,8634368;-48,0242221
Anna Clara;44341;10038295;1,98E+03;2,97618E+13;Mariana Almeida Marques;Melhor Atacadista (Df);GAM;938424;Melhor Riacho Fundo;39;44341;0;0;1;0;0;0;-15,9073573;-48,0499277
Anna Clara;55987;10035781;7,57E+02;3,53701E+13;Mariana Almeida Marques;Precito;GAM;912310;Precito Atacadao Df;39;18;0;1;0;0;1;1;-15,7908541;-48,0212646
Anna Clara;89214;10039206;7,57E+02;3,53701E+13;Mariana Almeida Marques;Precito;GOI;949825;Precito Aparecida Goiania;453;89214;0;0;1;0;0;1;-16,74965;-49,25369
Anna Clara;44265;10035920;1,83E+03;2,10797E+13;Mariana Almeida Marques;Show de Comprar;GAM;913928;Show De Comprar;39;44265;0;1;0;0;0;1;-15,7914475;-48,0342068
Anna Clara;44279;10036501;1,83E+03;3,53977E+13;Mariana Almeida Marques;Show De Comprar;GAM;920010;Show Comprar Rec Das Emas;39;44279;0;1;0;0;0;1;-15,9119258;-48,051795
Anna Clara;44365;10039614;1,83E+03;1,87501E+13;Mariana Almeida Marques;Show De Comprar;GAM;954349;Show De Comprar Cd;39;44365;1;1;1;1;1;1;-15,7917118;-48,0331737
Anna Clara;90728;10035921;1,83E+03;1,72702E+13;Mariana Almeida Marques;Show de Comprar;GAM;913936;Show De Comprar Depa;39;90728;1;1;1;1;1;1;-15,81749957;-48,12521698
Wesley;55988;10033464;4,82E+02;3,08323E+12;Mariana Almeida Marques;Villefort;GOI;890260;Villefort Jatai;453;55988;1;0;0;1;0;0;-17,87406;-51,73326
Wesley;89295;10045202;4,82E+02;3,08323E+12;Mariana Almeida Marques;Villefort;GOI;1019546;Villefort Goiania;453;89295;0;1;0;1;0;0;-16,608332;-49,308111
Anna Paula;4585;10038414;1,96E+03;2,41189E+13;Renato Bocardi;Amarreto;CUI;939560;Amaretto Emporio;455;4585;0;0;0;1;0;0;-15,513475;-56,179135
Stella;9529;10024902;3,95E+02;6,05722E+12;Paulo Augusto Gama da Silva;Assai Comercial E Importadora Ltda;CUI;788171;Assai Coxipo;455;9529;1;1;1;1;1;1;-15,62934;-56,05272
Stella;16921;10038756;3,95E+02;6,05722E+12;Paulo Augusto Gama da Silva;Assai Comercial E Importadora Ltda;CUI;945129;Assai Rondonopolis 2;455;16921;1;1;1;1;1;1;-16,44822667;-54,62303
Stella;9530;10024849;3,95E+02;6,05722E+12;Paulo Augusto Gama da Silva;Assai Comercial E Importadora Ltda;CUI;788201;Assai Cristo Rei;455;9530;1;1;1;1;1;1;-15,6385048;-56,1020352
Stella;45612;10035528;3,95E+02;6,05722E+12;Paulo Augusto Gama da Silva;Assai Comercial E Importadora Ltda;CUI;911828;Assai Sinop;455;45612;1;1;1;1;1;1;-11,8544361;-55,4958324
Stella;16758;10037761;3,95E+02;6,05722E+12;Paulo Augusto Gama da Silva;Assai Comercial E Importadora Ltda;CUI;932981;Assai Jd Das Americas;455;16758;1;1;1;1;1;1;-15,60767937;-56,07778718
Stella;9531;10024848;3,95E+02;6,05722E+12;Paulo Augusto Gama da Silva;Assai Comercial E Importadora Ltda;CUI;788210;Assai Rondonopolis;455;9531;1;1;1;1;1;1;-16,4657683;-54,6443372
Stella;16785;10037958;3,95E+02;6,05722E+12;Paulo Augusto Gama da Silva;Assai Comercial E Importadora Ltda;CUI;934976;Sendas Distribuidora S/A;455;16785;1;1;1;1;1;1;-15,6671929;-55,9739388
Anna Paula;91722;10037084;1,96E+03;9,36475E+12;Renato Bocardi;ATACADO MENDONCA;CUI;926400;Atacado Mendonca.;455;91722;1;1;1;1;1;1;-15,64593;-56,18495
Anna Paula;51454;10014269;4,65E+02;7,39094E+13;Renato Bocardi;Big Lar;CUI;164380;Big Lar Varzea Grande;455;51454;0;0;1;0;1;0;-15,64905;-56,13921
Anna Paula;15938;10019174;4,65E+02;7,39094E+13;Renato Bocardi;Big Lar;CUI;283258;Big Lar Miguel Sutil;455;15938;0;0;0;1;1;0;-15,58331;-56,11113
Anna Paula;2125;10018912;4,65E+02;7,39094E+13;Renato Bocardi;Big Lar;CUI;381721;Big Lar Tres Americas;455;2125;0;0;0;1;1;0;-15,60939;-56,0693
Anna Paula;4950;10010959;4,65E+02;7,39094E+13;Renato Bocardi;Big Lar;CUI;696153;Big Lar Cd;455;4950;0;0;0;1;1;0;-15,64526;-56,18286
Anna Paula;14510;10037577;2,02E+03;1,47391E+13;Renato Bocardi;Bom Jesus Co;CUI;931217;Bom Jesus Sao Mateus;455;14510;0;0;0;0;1;0;-15,6671874;-56,1829407
Anna Paula;5834;10037575;2,02E+03;1,47391E+13;Renato Bocardi;Bom Jesus Co;CUI;931195;Bom Jesus Indust;455;5834;0;0;1;0;0;1;-15,64506;-55,97255
Anna Paula;9628;10037758;2,02E+03;1,47391E+13;Renato Bocardi;Bom Jesus Co;CUI;932957;Bom Jesus Moinho;455;9628;0;1;1;0;0;0;-15,6123233;-56,0524033
Anna Paula;24170;10044708;2,02E+03;1,47391E+13;Renato Bocardi;Bom Jesus Co;CUI;1014617;Bom Jesus Cohab Cristo Rei;455;24170;1;0;0;0;1;0;-15,6597909;-56,0983843
Anna Paula;24171;10044709;2,02E+03;1,47391E+13;Renato Bocardi;Bom Jesus Co;CUI;1014625;Bom Jesus Parque Cuiaba;455;24171;1;0;1;0;0;0;-15,6582116;-56,0504663
Anna Paula;24172;10044710;2,02E+03;1,47391E+13;Renato Bocardi;Bom Jesus Co;CUI;1014633;Bom  Jesus Cristo  Rei;455;24172;1;0;0;0;1;0;-15,6539163;-56,0988819
Anna Paula;16794;10038006;2,02E+03;1,47391E+13;Renato Bocardi;Bom Jesus Co;CUI;935433;Supermercado Bom Jesus S J Del Rei;455;16794;0;0;1;0;0;1;-15,6152918;-56,0030015
Anna Paula;19742;10041456;2,02E+03;1,47391E+13;Renato Bocardi;Bom Jesus Co;CUI;977683;Bom Jesus Pedra 90 (10);455;19742;0;0;0;0;1;1;-15,6352005;-55,94900513
Anna Paula;3136;10037733;1,96E+03;5,90202E+12;Renato Bocardi;Dia A Dia;CUI;610771;Dia Dia Pedra 90;455;3136;0;0;1;0;0;1;-15,6320241;-55,9577224
Anna Paula;3126;10037689;1,96E+03;5,90202E+12;Renato Bocardi;Dia A Dia;CUI;602043;Dia Dia Planalto;455;3126;0;1;0;1;0;0;-15,585154;-56,049199
Anna Paula;3127;10037690;1,96E+03;5,90202E+12;Renato Bocardi;Dia A Dia;CUI;602051;Dia Dia Leblon;455;3127;0;1;0;1;0;0;-15,59577066;-56,07613603
Anna Paula;21646;10042385;1,96E+03;5,90202E+12;Renato Bocardi;Dia A Dia;CUI;987166;Dia Dia Julio Campos;455;21646;1;0;0;0;1;0;-15,6462204;-56,1529533
Anna Paula;16386;10037590;1,96E+03;5,90202E+12;Renato Bocardi;Dia A Dia;CUI;931357;Dia Dia 15 Maio;455;16386;1;0;0;0;1;0;-15,7043515;-56,1311366
Anna Paula;17630;10039752;1,96E+03;5,90202E+12;Renato Bocardi;Dia A Dia;CUI;955809;Dia Dia Jd Vitoria Lt;455;17630;0;1;0;1;0;0;-15,5757435;-56,0345911
Anna Paula;2207;10037688;1,96E+03;2,52234E+12;Renato Bocardi;Dia A Dia;CUI;601497;Dia Dia Cpa Iii;455;2207;0;1;0;1;0;0;-15,5615628;-56,0446899
Anna Paula;4666;10038439;2,04E+03;1,83568E+12;Renato Bocardi;Fenix (Co);CUI;939595;Fenix Superm Jaciara;455;4666;0;0;1;0;1;0;-15,58472;-56,03469
Anna Paula;254;10038433;2,04E+03;1,83568E+12;Renato Bocardi;Fenix (Co);CUI;940100;Supermerc Fenix;455;254;0;0;1;0;1;0;-15,96809;-54,96439833
Anna Paula;1238;10038443;2,04E+03;2,8155E+12;Renato Bocardi;Goncalves (Co);CUI;939803;Superm Goncalves;455;1238;1;1;0;0;0;0;-16,4371378;-54,6406812
Anna Paula;91;10038445;2,04E+03;3,68846E+13;Renato Bocardi;Goncalves (Co);CUI;940089;Supermerc Goncalves;455;91;1;1;0;0;0;0;-16,4649006;-54,6082719
Anna Paula;3391;10038441;2,04E+03;1,18583E+13;Renato Bocardi;Goncalves (Co);CUI;939528;Goncalves Supermerca;455;3391;1;1;0;0;0;0;-16,4606033;-54,6727433
Stella;15982;10036234;7,57E+02;3,53701E+13;Renato Bocardi;Precito;CUI;917230;Precito Atacado;455;6680;0;0;0;0;1;0;-16,46733665;-54,64625168
Anna Paula;2339;10038417;1,98E+03;5,93141E+12;Renato Bocardi;Rede Big Master Centro;CUI;939587;Supermercado Big Master;455;2339;1;1;1;1;1;1;-16,47997333;-54,62765333
Anna Paula;93091;10037593;1,94E+03;8,83215E+11;Renato Bocardi;Rede Curio;CUI;931241;Curio Cidade Alta;455;93091;0;1;0;1;0;0;-15,6105183;-56,12082
Anna Paula;15503;10037592;1,94E+03;8,83215E+11;Renato Bocardi;Rede Curio;CUI;931250;Curio Praca Popular;455;15503;0;1;0;0;1;0;-15,5946979;-56,1048777
Anna Paula;20777;10041727;1,94E+03;8,83215E+11;Renato Bocardi;Rede Curio;CUI;980404;Curio Avenida Do Cpa;455;20777;0;1;0;1;0;0;-15,5860272;-56,0820894
Anna Paula;16807;10038186;1,94E+03;8,83215E+11;Renato Bocardi;Rede Curio;CUI;937312;Supermercado Curio Jd Cuiaba;455;16807;0;1;1;1;0;0;-15,5949244;-56,1209914
Anna Paula;99975;10037573;1,96E+03;1,36794E+13;Renato Bocardi;Rede Paulista;CUI;931594;Paulista Florianopolis;455;99975;0;1;0;1;0;0;-15,5413603;-56,0788331
Anna Paula;7011;10037598;1,96E+03;8,80003E+12;Renato Bocardi;Rede Paulista;CUI;931659;Paulista Pocao.;455;7011;0;1;1;0;0;0;-15,60392124;-56,08792734
Anna Paula;14598;10037599;1,96E+03;3,67374E+13;Renato Bocardi;Rede Paulista;CUI;931284;Paulista Imperial;455;14598;0;0;1;0;1;0;-15,6218333;-56,17002
Anna Paula;99315;10037604;1,96E+03;7,11489E+12;Renato Bocardi;Rede Paulista;CUI;931292;Paulista Indust;455;99315;0;0;1;0;0;1;-15,64573407;-55,97971662
Anna Paula;2648;10037595;1,96E+03;2,53876E+12;Renato Bocardi;Rede Paulista;CUI;931268;Paulista  M3;455;2648;0;1;1;0;0;0;-15,61096264;-56,03400402
Anna Paula;92881;10037602;1,96E+03;7,11489E+12;Renato Bocardi;Rede Paulista;CUI;931276;Paulista Cristo Rei;455;92881;1;0;1;0;0;0;-15,6404038;-56,1050573
Anna Paula;28150;10047639;1,96E+03;3,67374E+13;Renato Bocardi;Rede Paulista;CUI;1043951;PAULISTA CAPAO DO PEQUI;455;28150;1;0;1;0;0;0;-15,7197824;-56,137449
Anna Paula;5742;10037597;1,96E+03;7,37383E+12;Renato Bocardi;Rede Paulista;CUI;931640;Paulista Coxipo.;455;5742;0;1;1;0;0;0;-15,62861287;-56,05645497
Anna Paula;4650;10038449;1,99E+03;2,30148E+13;Renato Bocardi;Rede Tropical;CUI;940070;Tropi Sup Cd Matriz;455;4650;1;1;1;1;1;1;-16,4290911;-54,611671
Anna Paula;4823;10038427;1,97E+03;2,25673E+13;Renato Bocardi;Vieira;CUI;939862;Supermerc Vieira;455;4823;1;0;0;1;0;0;-16,4400376;-54,6517295
Anna Paula;5461;10038426;1,97E+03;2,25673E+13;Renato Bocardi;Vieira;CUI;939854;Supermercado Vieira 4;455;5461;1;0;0;1;0;0;-15,61562452;-55,99709411
Anna Paula;3523;10038450;1,97E+03;1,23931E+13;Renato Bocardi;Vieira;CUI;939790;Vieira Ii Supermerca;455;3523;1;0;0;1;0;1;-16,46414377;-54,67683133
Anna Paula;253;10038428;1,97E+03;3,37005E+13;Renato Bocardi;Vieira;CUI;940135;Supermercado Vieira.;455;253;1;0;0;1;0;0;-16,43831454;-54,62788546
Wesley;44234;10027262;9,55E+02;2,72891E+13;Yasmin Rodrigues Araújo da Silva;Atacadao Costa;GAM;822027;Costa Valparaiso;39;44234;1;1;1;1;1;1;-16,080604;-47,9886108
Wesley;44416;10041978;9,55E+02;2,72891E+13;Yasmin Rodrigues Araújo da Silva;Atacadao Costa;GAM;983020;Costa Aguas Claras;39;44416;1;1;1;1;1;1;-15,8310659;-48,035749
Wesley;44430;10043246;9,55E+02;2,72891E+13;Yasmin Rodrigues Araújo da Silva;Atacadao Costa;GAM;996130;Costa Luziania;39;44430;1;1;1;1;1;1;-16,2505042;-47,9235746
Wesley;44433;10043622;9,55E+02;2,72891E+13;Yasmin Rodrigues Araújo da Silva;Atacadao Costa;GAM;999873;Costa Ade;39;44433;1;1;1;1;1;1;-15,875619;-47,9956177
Wesley;44434;10043623;9,55E+02;2,72891E+13;Yasmin Rodrigues Araújo da Silva;Atacadao Costa;GAM;999881;Costa   Taguatinga;39;44434;1;1;1;1;1;1;-15,8082427;-48,0823457
Wesley;44435;10043624;9,55E+02;2,72891E+13;Yasmin Rodrigues Araújo da Silva;Atacadao Costa;GAM;999890;Costa Santa   Maria;39;44435;1;1;1;1;1;1;-15,9984485;-47,9867906
Wesley;44437;10043627;9,55E+02;2,72891E+13;Yasmin Rodrigues Araújo da Silva;Atacadao Costa;GAM;999920;Costa   Taquari;39;44437;1;1;1;1;1;1;-15,6937335;-47,8690736
Wesley;9006;10032528;9,55E+02;2,72891E+13;Yasmin Rodrigues Araújo da Silva;Atacadao Costa;GOI;879606;Costa Jardim Goias;453;9006;1;1;1;1;1;1;-16,714024;-49,235127
Wesley;89093;10036533;9,55E+02;2,72891E+13;Yasmin Rodrigues Araújo da Silva;Atacadao Costa;GOI;920347;Costa Anel Viario;453;89093;1;1;1;1;1;1;-16,748311;-49,341024
Wesley;89238;10040407;9,55E+02;2,72891E+13;Yasmin Rodrigues Araújo da Silva;Atacadao Costa;GOI;966525;Atacadao Costa;453;89238;1;1;1;1;1;1;-16,659761;-49,261683
Wesley;89094;10036534;9,55E+02;2,72891E+13;Yasmin Rodrigues Araújo da Silva;Atacadao Costa;GOI;920355;Costa Go 070;453;89094;1;1;1;1;1;1;-16,64014;-49,339845
Wesley;9005;10027977;9,55E+02;2,72891E+13;Yasmin Rodrigues Araújo da Silva;Atacadao Costa;GOI;829269;Costa T-63;453;9005;1;1;1;1;1;1;-16,714974;-49,257559
Wesley;89309;10045865;9,55E+02;2,72891E+13;Yasmin Rodrigues Araújo da Silva;Atacadao Costa;GOI;1026291;Costa Jardim Bela Vista;453;89309;1;1;1;1;1;1;-16,730492;-49,229295
Wesley;89241;10041091;9,55E+02;2,72891E+13;Yasmin Rodrigues Araújo da Silva;Atacadao Costa;GOI;973777;Costa Rio Verde;453;89241;1;1;1;1;1;1;-17,818442;-50,945743
Wesley;89340;10047056;9,55E+02;2,72891E+13;Yasmin Rodrigues Araújo da Silva;Atacadao Costa;GOI;1038338;Costa Senador Canedo;453;89340;1;1;1;1;1;1;-16,678504;-49,120572
Wesley;3243;10014863;1,67E+03;9,03966E+12;Yasmin Rodrigues Araújo da Silva;Atende Mais;GOI;609811;Atende Mais Anapolis;453;22;0;0;0;1;0;0;-16,34929;-48,957583
Wesley;88989;10020459;1,62E+03;1,73375E+13;Yasmin Rodrigues Araújo da Silva;CENTRO FORTE;GOI;734500;Centro Forte;453;24;0;1;0;0;0;1;-16,3138946;-48,95330798
Wesley;4800;10024328;1,59E+03;2,36154E+13;Yasmin Rodrigues Araújo da Silva;Di Casa;GOI;782505;Dicasa Supermercados;453;25;0;1;0;0;0;0;-16,29321;-48,96813
Wesley;89260;10042752;1,59E+03;2,36154E+13;Yasmin Rodrigues Araújo da Silva;Di Casa;GOI;991090;Dicasa Supermercados 02;453;89260;0;1;0;0;0;0;-16,283844;-48,964735
Wesley;3040;10020016;8,75E+02;1,42003E+13;Yasmin Rodrigues Araújo da Silva;Floresta;GOI;727792;Floresta 3;453;28;0;0;1;0;0;0;-16,32511;-48,91825
Wesley;3567;10010050;8,75E+02;1,42003E+13;Yasmin Rodrigues Araújo da Silva;Floresta;GOI;701521;Super Floresta Centro;453;33;0;0;1;0;0;0;-16,324407;-48,957752
Wesley;3566;10008934;8,75E+02;1,42003E+13;Yasmin Rodrigues Araújo da Silva;Floresta;GOI;707120;Floresta 02 Alim;453;27;0;0;1;0;0;0;-16,317587;-48,957972
Wesley;4015;10011188;1,70E+01;3,93469E+13;Yasmin Rodrigues Araújo da Silva;G. Barbosa;GOI;696234;Bretas Cd Lj 52;453;4015;0;0;0;0;1;0;-16,72451;-49,24011
Wesley;4004;10010888;1,70E+01;3,93469E+13;Yasmin Rodrigues Araújo da Silva;G. Barbosa;GOI;690163;Bretas Lisboa Lj 38;453;4004;0;0;0;1;1;0;-16,76923;-49,35212
Wesley;4013;10010830;1,70E+01;3,93469E+13;Yasmin Rodrigues Araújo da Silva;G. Barbosa;GOI;690252;Bretas B.Cardoso Lj244;453;4013;0;1;0;1;1;1;-16,76734;-49,32141
Wesley;4011;10012224;1,70E+01;3,93469E+13;Yasmin Rodrigues Araújo da Silva;G. Barbosa;GOI;690236;Bretas Veiga Jd Lj231;453;4011;0;0;0;0;1;1;-16,786858;-49,279657
Wesley;4012;10011603;1,70E+01;3,93469E+13;Yasmin Rodrigues Araújo da Silva;G. Barbosa;GOI;690244;Bretas Morada Do Sol L233;453;4012;1;0;0;0;1;1;-16,6186067;-49,3210239
Wesley;4007;10010125;1,70E+01;3,93469E+13;Yasmin Rodrigues Araújo da Silva;G. Barbosa;GOI;690198;Bretas T.2  Lj 51;453;4007;0;0;0;0;1;0;-16,684118;-49,293547
Wesley;4070;10020993;1,70E+01;3,93469E+13;Yasmin Rodrigues Araújo da Silva;G. Barbosa;GOI;741841;Bretas Sao Jose;453;4070;0;1;0;0;1;1;-16,662896;-49,29833
Wesley;4051;10024420;1,70E+01;3,93469E+13;Yasmin Rodrigues Araújo da Silva;G. Barbosa;GOI;783471;Bretas Goya;453;4051;0;0;0;1;0;0;-16,6801;-49,327582
Wesley;4005;10010241;1,70E+01;3,93469E+13;Yasmin Rodrigues Araújo da Silva;G. Barbosa;GOI;690171;Bretas Ana Lucia Lj41;453;4005;0;0;0;0;1;0;-16,697542;-49,313904
Wesley;88979;10012069;1,70E+01;3,93469E+13;Yasmin Rodrigues Araújo da Silva;G. Barbosa;GOI;705462;Bretas Agua Branca;453;88979;0;1;0;0;1;1;-16,697823;-49,216515
Wesley;88980;10011218;1,70E+01;3,93469E+13;Yasmin Rodrigues Araújo da Silva;G. Barbosa;GOI;705900;Bretas Caldas Novas;453;88980;0;0;0;1;0;0;-17,74512;-48,62266
Wesley;4080;10021977;1,70E+01;3,93469E+13;Yasmin Rodrigues Araújo da Silva;G. Barbosa;GOI;756792;Bretas Anápolis;453;4080;0;0;0;1;0;0;-16,321806;-48,948148
Wesley;4001;10010780;1,70E+01;3,93469E+13;Yasmin Rodrigues Araújo da Silva;G. Barbosa;GOI;690139;Bret. Centro Lj 27;453;4001;0;0;0;0;1;0;-16,67544;-49,26317
Wesley;4044;10019746;1,70E+01;3,93469E+13;Yasmin Rodrigues Araújo da Silva;G. Barbosa;GOI;724335;Bretas Monte Cristo;453;4044;0;0;0;1;0;0;-16,824159;-49,278521
Wesley;4030;10005381;1,70E+01;3,93469E+13;Yasmin Rodrigues Araújo da Silva;G. Barbosa;GOI;709859;Bretas Sen.Canedo;453;4030;0;0;0;1;0;0;-16,689476;-49,108893
Wesley;4010;10010133;1,70E+01;3,93469E+13;Yasmin Rodrigues Araújo da Silva;G. Barbosa;GOI;690228;Bretas Vl Pedroso Lj219;453;4010;0;0;0;1;0;0;-16,658578;-49,187171
Wesley;4016;10012314;1,70E+01;3,93469E+13;Yasmin Rodrigues Araújo da Silva;G. Barbosa;GOI;695793;Bretas Legionario Lj516;453;4016;0;0;1;0;1;1;-16,73053;-49,23416
Wesley;4009;10010218;1,70E+01;3,93469E+13;Yasmin Rodrigues Araújo da Silva;G. Barbosa;GOI;690210;Bretas Bueno Lj 215;453;4009;0;1;0;0;0;0;-16,70878;-49,27414
Wesley;4021;10012940;1,70E+01;3,93469E+13;Yasmin Rodrigues Araújo da Silva;G. Barbosa;GOI;695947;Bretas Itumbiara Lj235;453;4021;0;0;1;0;1;0;-18,40952;-49,20756
Wesley;4040;10010296;1,70E+01;3,93469E+13;Yasmin Rodrigues Araújo da Silva;G. Barbosa;GOI;704423;Bretas Rio Verde (Cencosud);453;4040;0;1;1;0;0;0;-17,78945;-50,9193
